"gene_id","entrezgene","ensembl_gene_id","chromosome_name","start_position","end_position"
"A730017L22RIK","","ENSMUSG00000085566","2","130873059","130906396"
"A730018C14RIK","105245084","ENSMUSG00000047828","12","112413915","112423212"
"A730020E08RIK","","ENSMUSG00000097924","6","61172293","61180810"
"A730020M07RIK","","ENSMUSG00000044522","3","121634936","121643485"
"A730036I17RIK","","ENSMUSG00000056738","2","129218969","129235604"
"A730046J19RIK","","ENSMUSG00000085139","X","144153695","144166274"
"A730056A06RIK","","ENSMUSG00000097756","7","73314003","73375774"
"A730085K08RIK","","ENSMUSG00000093598","9","122380575","122398801"
"A730090H04RIK","","ENSMUSG00000086552","11","95145052","95159047"
"A730090N16RIK","","ENSMUSG00000090120","3","65324776","65349429"
"A830009L08RIK","","ENSMUSG00000097182","13","91368990","91388085"
"A830010M20RIK","231570","ENSMUSG00000044060","5","107497378","107512556"
"A830011K09RIK","","ENSMUSG00000089957","6","138423105","138429592"
"A830018L16RIK","320492","ENSMUSG00000057715","1","11414105","11975901"
"A830019L24RIK","","ENSMUSG00000105923","3","143243055","143259884"
"A830052D11RIK","","ENSMUSG00000097413","18","32359057","32378284"
"A830080D01RIK","382252","ENSMUSG00000044150","X","159526688","159593081"
"A830082K12RIK","","ENSMUSG00000087143","13","78198017","78279391"
"A930001A20RIK","","ENSMUSG00000098008","3","14971201","15002727"
"A930001C03RIK","","ENSMUSG00000087132","19","4439003","4448332"
"A930003A15RIK","","ENSMUSG00000075330","16","19876570","19883897"
"A930003O13RIK","","ENSMUSG00000105076","5","22738910","22746907"
"A930004D18RIK","","ENSMUSG00000054057","2","18025193","18037737"
"A930005H10RIK","","ENSMUSG00000054426","3","115881581","115888130"
"A930006I01RIK","","ENSMUSG00000087278","2","103338601","103372764"
"A930006K02RIK","","ENSMUSG00000084866","16","91465104","91470121"
"A930007I19RIK","","ENSMUSG00000097855","19","29486355","29523159"
"A930009A15RIK","77798","ENSMUSG00000092210","10","115569986","115582448"
"A930011G23RIK","","ENSMUSG00000089809","5","99297244","99729065"
"A930012L18RIK","","ENSMUSG00000097610","18","44661665","44676271"
"A930015D03RIK","","ENSMUSG00000092368","17","35994453","36038435"
"A930016O22RIK","","ENSMUSG00000040705","7","19418812","19421417"
"A930017M01RIK","","ENSMUSG00000060530","15","44881380","44883055"
"A930018P22RIK","68243","ENSMUSG00000032671","2","104122769","104124749"
"A930019D19RIK","","ENSMUSG00000085958","2","146259286","146267160"
"A930024E05RIK","","ENSMUSG00000056735","5","122989354","122998345"
"A930031H19RIK","","ENSMUSG00000086262","4","131000832","131010474"
"A930041C12RIK","","ENSMUSG00000085900","5","107630250","107633850"
"AA413626","","ENSMUSG00000084381","11","4918510","4919003"
"AA414768","","ENSMUSG00000083307","X","12936872","12938128"
"AA415398","433752","ENSMUSG00000087385","4","119530308","119539529"
"AA465934","","ENSMUSG00000093483","11","83291699","83294632"
"AA467197","433470","ENSMUSG00000033213","2","122636986","122641191"
"AA474331","","ENSMUSG00000096687","10","39890018","39899238"
"AA543186","","ENSMUSG00000097345","2","25327450","25332571"
"AA543401","","ENSMUSG00000092125","9","107192793","107194061"
"AA619741","","ENSMUSG00000104098","1","34635544","34636189"
"AA792892","100554;100862150","ENSMUSG00000073497","5","94339749","94385079"
"AA986860","212439","ENSMUSG00000042510","1","130731976","130744622"
"AAAS","223921","ENSMUSG00000036678","15","102338247","102350759"
"AACS","78894","ENSMUSG00000029482","5","125475814","125517410"
"AADAC","67758","ENSMUSG00000027761","3","60025717","60040160"
"AADACL2","639634","ENSMUSG00000091376","3","60006743","60025420"
"AADACL3","230883","ENSMUSG00000078507","4","144453771","144463756"
"AADAT","23923","ENSMUSG00000057228","8","60506124","60545677"
"AAED1","66129","ENSMUSG00000021482","13","64291836","64312710"
"AAGAB","66939","ENSMUSG00000037257","9","63602655","63641889"
"AAK1","269774","ENSMUSG00000057230","6","86849517","87003223"
"AAMDC","66273","ENSMUSG00000035642","7","97550331","97579497"
"AAMP","227290","ENSMUSG00000006299","1","74279840","74284738"
"AANAT","11298","ENSMUSG00000020804","11","116586432","116597680"
"AAR2","68295","ENSMUSG00000027628","2","156547584","156568972"
"AARD","239435","ENSMUSG00000068522","15","52040107","52045722"
"AARS","234734","ENSMUSG00000031960","8","111033144","111057664"
"AARS2","224805","ENSMUSG00000023938","17","45506841","45520842"
"AARSD1","69684","ENSMUSG00000075528","11","101406839","101417615"
"AASDH","231326","ENSMUSG00000055923","5","76873659","76905514"
"AASDHPPT","67618","ENSMUSG00000025894","9","4294793","4309494"
"AASS","30956","ENSMUSG00000029695","6","23072173","23132986"
"AATF","56321","ENSMUSG00000018697","11","84422855","84513522"
"AATK","11302","ENSMUSG00000025375","11","120007313","120047167"
"AB124611","382062","ENSMUSG00000057191","9","21526176","21545333"
"ABAT","268860","ENSMUSG00000057880","16","8513429","8621568"
"ABCA1","11303","ENSMUSG00000015243","4","53030787","53159895"
"ABCA12","74591","ENSMUSG00000050296","1","71242276","71414910"
"ABCA13","268379","ENSMUSG00000004668","11","9191942","9684259"
"ABCA14","67928","ENSMUSG00000062017","7","120203961","120325352"
"ABCA15","320631","ENSMUSG00000054746","7","120328684","120407687"
"ABCA16","233810","ENSMUSG00000051900","7","120409647","120544813"
"ABCA17","381072","ENSMUSG00000035435","17","24264259","24351029"
"ABCA2","11305","ENSMUSG00000026944","2","25428703","25448540"
"ABCA3","27410","ENSMUSG00000024130","17","24351950","24410201"
"ABCA4","11304","ENSMUSG00000028125","3","122044443","122180123"
"ABCA5","217265","ENSMUSG00000018800","11","110269369","110337716"
"ABCA6","76184","ENSMUSG00000044749","11","110176820","110251776"
"ABCA7","27403","ENSMUSG00000035722","10","79996494","80015572"
"ABCA8A","217258","ENSMUSG00000041828","11","110025634","110095978"
"ABCA8B","27404","ENSMUSG00000020620","11","109932190","109995845"
"ABCA9","217262","ENSMUSG00000041797","11","110100749","110168196"
"ABCB10","56199","ENSMUSG00000031974","8","123952459","123983122"
"ABCB11","27413","ENSMUSG00000027048","2","69238282","69342616"
"ABCB1A","18671","ENSMUSG00000040584","5","8660077","8748575"
"ABCB1B","18669","ENSMUSG00000028970","5","8798147","8866315"
"ABCB4","18670","ENSMUSG00000042476","5","8893717","8959231"
"ABCB5","77706","ENSMUSG00000072791","12","118867824","118966421"
"ABCB6","74104","ENSMUSG00000026198","1","75171717","75180392"
"ABCB7","11306","ENSMUSG00000031333","X","104280657","104413856"
"ABCB8","74610","ENSMUSG00000028973","5","24393663","24410054"
"ABCB9","56325","ENSMUSG00000029408","5","124061530","124095798"
"ABCC1","17250","ENSMUSG00000023088","16","14361558","14475737"
"ABCC10","224814","ENSMUSG00000032842","17","46303221","46328352"
"ABCC12","244562","ENSMUSG00000036872","8","86482260","86580686"
"ABCC2","12780","ENSMUSG00000025194","19","43782192","43840740"
"ABCC3","76408","ENSMUSG00000020865","11","94343295","94392997"
"ABCC4","239273","ENSMUSG00000032849","14","118482692","118706219"
"ABCC5","27416","ENSMUSG00000022822","16","20331303","20426394"
"ABCC6","27421","ENSMUSG00000030834","7","45976380","46030302"
"ABCC8","20927","ENSMUSG00000040136","7","46104523","46180033"
"ABCC9","20928","ENSMUSG00000030249","6","142587862","142702315"
"ABCD1","11666","ENSMUSG00000031378","X","73716597","73738534"
"ABCD2","26874","ENSMUSG00000055782","15","91145884","91191807"
"ABCD3","19299","ENSMUSG00000028127","3","121758774","121815302"
"ABCD4","19300","ENSMUSG00000021240","12","84602531","84617466"
"ABCE1","24015","ENSMUSG00000058355","8","79683442","79711740"
"ABCF1","224742","ENSMUSG00000038762","17","35956819","35969761"
"ABCF2","27407","ENSMUSG00000028953","5","24565345","24577467"
"ABCF3","27406","ENSMUSG00000003234","16","20548577","20561379"
"ABCG1","11307","ENSMUSG00000024030","17","31057698","31115777"
"ABCG2","26357","ENSMUSG00000029802","6","58584523","58695676"
"ABCG3","27405","ENSMUSG00000029299","5","104935057","104982718"
"ABCG4","192663","ENSMUSG00000032131","9","44273188","44288615"
"ABCG5","27409","ENSMUSG00000040505","17","84658234","84683011"
"ABCG8","67470","ENSMUSG00000024254","17","84676302","84700333"
"ABHD1","","ENSMUSG00000006638","5","30950066","30955091"
"ABHD10","213012","ENSMUSG00000033157","16","45729725","45742955"
"ABHD11","68758","ENSMUSG00000040532","5","135009152","135012175"
"ABHD11OS","","ENSMUSG00000085042","5","135012114","135013253"
"ABHD12","76192","ENSMUSG00000032046","2","150832493","150904741"
"ABHD12B","100504285","ENSMUSG00000090121","12","70154142","70183887"
"ABHD13","68904","ENSMUSG00000040396","8","9977707","9992155"
"ABHD14A","68644","ENSMUSG00000042210","9","106440051","106447678"
"ABHD14B","76491","ENSMUSG00000042073","9","106447788","106452922"
"ABHD15","67477","ENSMUSG00000000686","11","77515121","77538607"
"ABHD16A","193742","ENSMUSG00000007036","17","35089263","35102987"
"ABHD16B","241850","ENSMUSG00000055882","2","181493206","181494980"
"ABHD17A","216169","ENSMUSG00000003346","10","80583654","80590341"
"ABHD17B","226016","ENSMUSG00000047368","19","21653309","21685637"
"ABHD17C","70178","ENSMUSG00000038459","7","84109356","84151893"
"ABHD2","54608","ENSMUSG00000039202","7","79273199","79365508"
"ABHD3","106861","ENSMUSG00000002475","18","10644411","10706771"
"ABHD4","105501","ENSMUSG00000040997","14","54254188","54270637"
"ABHD5","67469","ENSMUSG00000032540","9","122351608","122381524"
"ABHD6","66082","ENSMUSG00000025277","14","8002902","8056555"
"ABHD8","64296","ENSMUSG00000007950","8","71456700","71463657"
"ABI1","11308","ENSMUSG00000058835","2","22940073","23040241"
"ABI2","329165","ENSMUSG00000026782","1","60409619","60481158"
"ABI3","66610","ENSMUSG00000018381","11","95830074","95842476"
"ABI3BP","320712","ENSMUSG00000035258","16","56477846","56690128"
"ABL1","11350","ENSMUSG00000026842","2","31688376","31804227"
"ABL2","11352","ENSMUSG00000026596","1","156558786","156649568"
"ABLIM1","226251","ENSMUSG00000025085","19","57032733","57314919"
"ABLIM2","231148","ENSMUSG00000029095","5","35757880","35884973"
"ABLIM3","319713","ENSMUSG00000032735","18","61799395","61911852"
"ABO","80908","ENSMUSG00000015787","2","26842503","26864979"
"ABR","109934","ENSMUSG00000017631","11","76416734","76622314"
"ABRA","223513","ENSMUSG00000042895","15","41865293","41869720"
"ABRACL","73112","ENSMUSG00000078453","10","18011263","18023252"
"ABT1","30946","ENSMUSG00000036376","13","23421539","23423866"
"ABTB1","80283","ENSMUSG00000030083","6","88835914","88841984"
"ABTB2","99382","ENSMUSG00000032724","2","103566310","103718423"
"ACAA1A","113868","ENSMUSG00000036138","9","119339676","119350299"
"ACAA1B","235674","ENSMUSG00000010651","9","119148023","119157093"
"ACAA2","52538","ENSMUSG00000036880","18","74779197","74806207"
"ACACA","107476","ENSMUSG00000020532","11","84129672","84401651"
"ACACB","100705","ENSMUSG00000042010","5","114146535","114250761"
"ACAD10","71985","ENSMUSG00000029456","5","121621026","121660514"
"ACAD11","102632","ENSMUSG00000090150","9","104063377","104127656"
"ACAD12","71985;338350","ENSMUSG00000042647","5","121596775","121618938"
"ACAD8","66948","ENSMUSG00000031969","9","26974135","26999566"
"ACAD9","229211","ENSMUSG00000027710","3","36065979","36092853"
"ACADL","11363","ENSMUSG00000026003","1","66830839","66863277"
"ACADM","11364","ENSMUSG00000062908","3","153922357","153944632"
"ACADS","11409","ENSMUSG00000029545","5","115110299","115119346"
"ACADSB","66885","ENSMUSG00000030861","7","131410601","131446211"
"ACADVL","11370","ENSMUSG00000018574","11","70010183","70015411"
"ACAN","11595","ENSMUSG00000030607","7","79053483","79115099"
"ACAP1","216859","ENSMUSG00000001588","11","69881567","69895539"
"ACAP2","78618","ENSMUSG00000049076","16","31092413","31201238"
"ACAP3","140500","ENSMUSG00000029033","4","155891822","155907251"
"ACAT1","110446","ENSMUSG00000032047","9","53580522","53610382"
"ACAT2","110460","ENSMUSG00000023832","17","12942890","12960747"
"ACAT3","224530","ENSMUSG00000062480","17","12923833","12940402"
"ACBD3","170760","ENSMUSG00000026499","1","180726043","180754204"
"ACBD4","67131","ENSMUSG00000056938","11","103101682","103112200"
"ACBD5","74159","ENSMUSG00000026781","2","23068168","23114510"
"ACBD6","72482","ENSMUSG00000033701","1","155558120","155691330"
"ACBD7","78245","ENSMUSG00000026644","2","3336168","3340993"
"ACCS","329470","ENSMUSG00000040272","2","93833467","93849943"
"ACCSL","381411","ENSMUSG00000075023","2","93855361","93869157"
"ACD","497652","ENSMUSG00000038000","8","105698159","105701095"
"ACE","11421","ENSMUSG00000020681","11","105967945","105989964"
"ACE2","70008","ENSMUSG00000015405","X","164139332","164188420"
"ACE3","217246","ENSMUSG00000101605","11","105994675","106005443"
"ACER1","171168","ENSMUSG00000045019","17","56953490","56982126"
"ACER2","230379","ENSMUSG00000038007","4","86874396","86934822"
"ACER3","66190","ENSMUSG00000030760","7","98206389","98321208"
"ACHE","11423","ENSMUSG00000023328","5","137287519","137294466"
"ACIN1","56215","ENSMUSG00000022185","14","54642161","54686931"
"ACKR1","13349","ENSMUSG00000037872","1","173331886","173333750"
"ACKR2","59289","ENSMUSG00000044534","9","121898464","121911064"
"ACKR3","12778","ENSMUSG00000044337","1","90203980","90216751"
"ACKR4","252837","ENSMUSG00000079355","9","104084157","104126933"
"ACLY","104112","ENSMUSG00000020917","11","100476353","100528000"
"ACMSD","266645","ENSMUSG00000026348","1","127729413","127767978"
"ACNAT1","230161","ENSMUSG00000070985","4","49447105","49473912"
"ACNAT2","209186","ENSMUSG00000060317","4","49379840","49408151"
"ACO1","11428","ENSMUSG00000028405","4","40143081","40198338"
"ACO2","11429","ENSMUSG00000022477","15","81872309","81915133"
"ACOT1","26897","ENSMUSG00000072949","12","84009502","84017670"
"ACOT10","64833","ENSMUSG00000047565","15","20665219","20666750"
"ACOT11","329910","ENSMUSG00000034853","4","106744555","106804998"
"ACOT12","74156","ENSMUSG00000021620","13","91741512","91786148"
"ACOT13","66834","ENSMUSG00000006717","13","24817948","24831517"
"ACOT2","171210","ENSMUSG00000021226","12","83987861","83993873"
"ACOT3","171281","ENSMUSG00000021228","12","84052144","84059565"
"ACOT4","171282","ENSMUSG00000052392","12","84038379","84044723"
"ACOT5","217698","ENSMUSG00000042540","12","84069325","84076020"
"ACOT6","217700","ENSMUSG00000043487","12","84100654","84111349"
"ACOT7","70025","ENSMUSG00000028937","4","152178134","152271855"
"ACOT8","170789","ENSMUSG00000017307","2","164792768","164804882"
"ACOT9","56360","ENSMUSG00000025287","X","155262443","155297654"
"ACOX1","11430","ENSMUSG00000020777","11","116171888","116199045"
"ACOX2","93732","ENSMUSG00000021751","14","8225511","8259353"
"ACOX3","80911","ENSMUSG00000029098","5","35583040","35615352"
"ACOXL","74121","ENSMUSG00000027380","2","127838876","128123873"
"ACP1","11431;102642088","ENSMUSG00000044573","12","30893326","30911612"
"ACP2","11432","ENSMUSG00000002103","2","91202885","91214098"
"ACP5","11433","ENSMUSG00000001348","9","22126731","22135746"
"ACP6","66659","ENSMUSG00000028093","3","97158777","97177299"
"ACPP","56318","ENSMUSG00000032561","9","104288316","104337728"
"ACPT","100503991","ENSMUSG00000012777","7","44252148","44257378"
"ACR","11434","ENSMUSG00000022622","15","89568326","89574585"
"ACRBP","54137","ENSMUSG00000072770","6","125049689","125063267"
"ACRV1","11451","ENSMUSG00000032110","9","36693220","36698843"
"ACSBG1","94180","ENSMUSG00000032281","9","54604877","54661870"
"ACSBG2","328845","ENSMUSG00000024207","17","56843103","56874447"
"ACSF2","264895","ENSMUSG00000076435","11","94557102","94601871"
"ACSF3","257633","ENSMUSG00000015016","8","122775505","122817880"
"ACSL1","14081","ENSMUSG00000018796","8","46471041","46536051"
"ACSL3","74205","ENSMUSG00000032883","1","78657825","78707743"
"ACSL4","50790","ENSMUSG00000031278","X","142317993","142390535"
"ACSL5","433256","ENSMUSG00000024981","19","55253369","55296627"
"ACSL6","216739","ENSMUSG00000020333","11","54303798","54364756"
"ACSM1","117147","ENSMUSG00000033533","7","119607026","119662515"
"ACSM2","233799","ENSMUSG00000030945","7","119554469","119600694"
"ACSM3","20216","ENSMUSG00000030935","7","119760923","119787513"
"ACSM4","233801","ENSMUSG00000047026","7","119690026","119714567"
"ACSM5","272428","ENSMUSG00000030972","7","119526304","119543793"
"ACSS1","68738","ENSMUSG00000027452","2","150618105","150668500"
"ACSS2","60525","ENSMUSG00000027605","2","155517948","155585724"
"ACSS2OS","","ENSMUSG00000086529","2","155547040","155556930"
"ACSS3","380660","ENSMUSG00000035948","10","106936164","107123668"
"ACTA1","11459","ENSMUSG00000031972","8","123891767","123894736"
"ACTA2","11475","ENSMUSG00000035783","19","34241090","34255336"
"ACTB","11461","ENSMUSG00000029580","5","142903115","142906754"
"ACTBL2","238880","ENSMUSG00000055194","13","111255013","111257749"
"ACTC1","11464","ENSMUSG00000068614","2","114047282","114053548"
"ACTG1","11465","ENSMUSG00000062825","11","120345690","120348542"
"ACTG2","11468","ENSMUSG00000059430","6","83512905","83536265"
"ACTL10","70362","ENSMUSG00000078129","2","154551776","154553276"
"ACTL11","67722","ENSMUSG00000066368","9","107928469","107932461"
"ACTL6A","56456","ENSMUSG00000027671","3","32706298","32726973"
"ACTL6B","83766","ENSMUSG00000029712","5","137553517","137569582"
"ACTL7A","11470","ENSMUSG00000070979","4","56743413","56744925"
"ACTL7B","11471","ENSMUSG00000070980","4","56740005","56741443"
"ACTL9","69481","ENSMUSG00000092519","17","33432896","33434268"
